,Category,Category FR,Cluster,Cluster FR,Count,Link,Original,Product,Source,Weight,Total
206,Small Decor,Small Decor,indoor plant,indoor plant,0.2643171806167401,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.huffpostbrasil.com%2Fentry%2Findoor-plants-air-purifying-remove-toxins_l_5cab6e5fe4b02e7a705b9c92&psig=AOvVaw26-BU8RkimkZeooTTbsHIB&ust=1584010968019000&source=images&cd=vfe&ved=0CAIQjRxqFwoTCPjt4eqikugCFQAAAAAdAAAAABAF,Indoor Plants,indoor plant,Trendy,1,908.0
204,Small Decor,Small Decor,mirror alarm clock,mirror alarm clock,0.13215859030837004,https://www.cloudways.com/blog/wp-content/uploads/mirror-lamp.png,Mirror Alarm Clock,mirror alarm clock,Trendy,1,908.0
205,Small Decor,Small Decor,magnetic levitation display set,magnetic levitation display set,0.13215859030837004,https://www.cloudways.com/blog/wp-content/uploads/Magnetic-Levitation-Display-Set.png,Magnetic Levitation Display Set,magnetic levitation display set,Trendy,1,908.0
191,Small Decor,Small Decor,small decor decorative wood,small decor decorative wood,0.09251101321585903,https://s.alicdn.com/@sc01/kf/Hc2f1ce7044874cd3b441038cc1c97d3eE.jpg_300x300.jpg,Small Decor Decorative Wood,decor small wall ip,alibaba,1,908.0
192,Small Decor,Small Decor,small paper plate pack,small paper plate pack,0.0605726872246696,https://s.alicdn.com/@sc01/kf/H7246710f8b704f679f6c0bce3a6d7e92s.jpg_300x300.jpg,Small Paper Plate Pack,small gift christma white,alibaba,1,908.0
193,Small Decor,Small Decor,plant artificial faux pot,plant artificial faux pot,0.019823788546255508,https://i5.walmartimages.com/asr/522c63b0-63d4-46e2-9f7a-eefaef0ee95a_1.5caea4396c04cdad15c68d0b56ee9a7e.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,Plant Artificial Faux Pot,plant artificial faux pot,walmart,1,908.0
194,Small Decor,Small Decor,rug x turkish shipping,rug x turkish shipping,0.007709251101321586,https://m.media-amazon.com/images/I/81dmIWoZ9DL._AC_UL320_ML3_.jpg,Rug X Turkish Shipping,rug x turkish shipping,amazon,1,908.0
195,Small Decor,Small Decor,office small home decoration,office small home decoration,0.007709251101321586,https://s.alicdn.com/@sc01/kf/H41a2dfa249e94c518bbfa010df9786e5S.jpg_300x300.jpg,Office Small Home Decoration,small decoration,alibaba,1,908.0
196,Small Decor,Small Decor,bathroom holder organizer accessor,bathroom holder organizer accessor,0.003303964757709251,https://m.media-amazon.com/images/I/61DPLJrOcrL._AC_UL320_ML3_.jpg,Bathroom Holder Organizer Accessor,bathroom holder organizer accessor,amazon,1,908.0
197,Small Decor,Small Decor,table living room decor,table living room decor,0.003303964757709251,https://m.media-amazon.com/images/I/71jQBJkuQpL._AC_UL320_ML3_.jpg,Table Living Room Decor,table living room decor,amazon,1,908.0
198,Small Decor,Small Decor,vintage industrial farmhouse chic flower plant handle come flower,vintage industrial farmhouse chic flower plant handle come flower,0.003303964757709251,https://i5.walmartimages.com/asr/3a2aa9ef-a1d7-4c97-8307-ee65b0c64127_1.b33ab92cf6173286384ad04edad04e5b.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,Vintage Industrial Farmhouse Chic Flower Plant Handle Come Flower,vintage industrial farmhouse chic flower plant handle come flower,walmart,1,908.0
199,Small Decor,Small Decor,lantern 10,lantern 10,0.003303964757709251,https://m.media-amazon.com/images/I/41lZVnjvTwL._AC_UL320_ML3_.jpg,Lantern 10,lantern 10,amazon,1,908.0
200,Small Decor,Small Decor,finish wall greenco shelve,finish wall greenco shelve,0.0022026431718061676,https://m.media-amazon.com/images/I/61gsGPKdHbL._AC_UL320_ML3_.jpg,Finish Wall Greenco Shelve,finish wall greenco shelve,amazon,1,908.0
201,Small Decor,Small Decor,tablecloth 138x220 green small dot,tablecloth 138x220 green small dot,0.0022026431718061676,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dw14158a18/product/14210135_01_001_01.jpg?sw=245&sh=279&sm=fit,Tablecloth 138X220 Green Small Dot,tablecloth 138x220 green small dot,hema,1,908.0
202,Small Decor,Small Decor,42 inch 2020 gold number foil balloon multipurpose inflatable balloon new year festival party decoration event anniversary graduation festival decor suppl,42 inch 2020 gold number foil balloon multipurpose inflatable balloon new year festival party decoration event anniversary graduation festival decor suppl,0.0011013215859030838,https://m.media-amazon.com/images/I/61fk2B1fO8L._AC_UL320_ML3_.jpg,42 Inch 2020 Gold Number Foil Balloon Multipurpose Inflatable Balloon New Year Festival Party Decoration Event Anniversary Graduation Festival Decor Suppl,42 inch 2020 gold number foil balloon multipurpose inflatable balloon new year festival party decoration event anniversary graduation festival decor suppl,amazon,1,908.0
207,Shopping Accessories,Shopping Accessories,shopping bag cart tote,shopping bag cart tote,0.656140350877193,https://i5.walmartimages.com/asr/84a6cba0-0860-490f-8539-3f7d7116cd47_1.9704d67bc59ee55d3a9b5de833d64259.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,Shopping Bag Cart Tote,bag tote shopping reusable,walmart,1,285.0
208,Shopping Accessories,Shopping Accessories,accessor shop shopping kitchen,accessor shop shopping kitchen,0.1543859649122807,https://s.alicdn.com/@sc01/kf/HTB1LdWfoaSWBuNjSsrbq6y0mVXab.jpg_300x300.jpg,Accessor Shop Shopping Kitchen,accessor shop shopping kitchen,alibaba,1,285.0
209,Shopping Accessories,Shopping Accessories,vacuum foodsaver ip x,vacuum foodsaver ip x,0.021052631578947368,https://i5.walmartimages.com/asr/b188e958-a9a7-4dc9-841c-7195cefa4d46_2.2e78f1ae5a48edf1c1f4668546e2ee4b.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,Vacuum Foodsaver Ip X,vacuum foodsaver ip x,walmart,1,285.0
210,Shopping Accessories,Shopping Accessories,ip vacuum foodsaver,ip vacuum foodsaver,0.021052631578947368,https://i5.walmartimages.com/asr/874f2de9-be95-42d2-ab39-46ea10703a3f_1.833a2ecb9f3cc7ebfd3933f8df3fa6fb.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,Ip Vacuum Foodsaver,ip vacuum foodsaver,walmart,1,285.0
211,Shopping Accessories,Shopping Accessories,drawing quote france bookmark,drawing quote france bookmark,0.014035087719298246,https://i.etsystatic.com/14766517/c/2375/1886/0/179/il/4e398b/1924786031/il_340x270.1924786031_4ycs.jpg,Drawing Quote France Bookmark,drawing quote france bookmark,etsy,1,285.0
212,Shopping Accessories,Shopping Accessories,hot selling head hanger clothing shop shoulder retail store fashion display accessor stand prop sale,hot selling head hanger clothing shop shoulder retail store fashion display accessor stand prop sale,0.010526315789473684,https://s.alicdn.com/@sc01/kf/UTB8Z91.v3nJXKJkSaelq6xUzXXal.jpg_300x300.jpg,Hot Selling Head Hanger Clothing Shop Shoulder Retail Store Fashion Display Accessor Stand Prop Sale,hot selling head hanger clothing shop shoulder retail store fashion display accessor stand prop sale,alibaba,1,285.0
213,Shopping Accessories,Shopping Accessories,ip art set storage ideal gla tiny accessor mini party jar ounce decorative small craft paint lid clear 5 piece decoration jar storage wedding diy 767959767,ip art set storage ideal gla tiny accessor mini party jar ounce decorative small craft paint lid clear 5 piece decoration jar storage wedding diy 767959767,0.010526315789473684,https://i5.walmartimages.com/asr/f6765442-fd32-4e90-8d6c-710ec45b16df_1.1502d08e951d30162da1ff26d9778f74.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,Ip Art Set Storage Ideal Glas Tiny Accessor Mini Party Jar Ounce Decorative Small Craft Paint Lid Clear 5 Piece Decoration Jar Storage Wedding Diy 767959767,ip art set storage ideal gla tiny accessor mini party jar ounce decorative small craft paint lid clear 5 piece decoration jar storage wedding diy 767959767,walmart,1,285.0
214,Shopping Accessories,Shopping Accessories,children kitchen noodle felt,children kitchen noodle felt,0.010526315789473684,https://i.etsystatic.com/18110227/d/il/a1cd7a/2153039222/il_340x270.2153039222_rrsy.jpg?version=0,Children Kitchen Noodle Felt,children kitchen noodle felt,etsy,1,285.0
215,Shopping Accessories,Shopping Accessories,dog harne choose fabric shop step harne,dog harne choose fabric shop step harne,0.010526315789473684,https://s.alicdn.com/@sc01/kf/HTB1LdWfoaSWBuNjSsrbq6y0mVXab.jpg_300x300.jpg,Dog Harnes Choose Fabric Shop Step Harnes,dog harne choose fabric shop step harne,alibaba,1,285.0
216,Shopping Accessories,Shopping Accessories,sunglasse uv women protection,sunglasse uv women protection,0.007017543859649123,https://m.media-amazon.com/images/I/51jafL8IfyL._AC_UL320_ML3_.jpg,Sunglasse Uv Women Protection,sunglasse uv women protection,amazon,1,285.0
217,Shopping Accessories,Shopping Accessories,melissa play gift best,melissa play gift best,0.007017543859649123,https://m.media-amazon.com/images/I/81ijZvUGnVL._AC_UL320_ML3_.jpg,Melissa Play Gift Best,melissa play gift best,amazon,1,285.0
218,Shopping Accessories,Shopping Accessories,phone holder iphone silicone,phone holder iphone silicone,0.007017543859649123,https://m.media-amazon.com/images/I/61TpUy26yBL._AC_UL320_ML3_.jpg,Phone Holder Iphone Silicone,phone holder iphone silicone,amazon,1,285.0
219,Shopping Accessories,Shopping Accessories,pattern wedding finishe wood,pattern wedding finishe wood,0.007017543859649123,https://i.etsystatic.com/17711692/d/il/60fe61/2012352333/il_340x270.2012352333_h155.jpg?version=0,Pattern Wedding Finishe Wood,pattern wedding finishe wood,etsy,1,285.0
220,Shopping Accessories,Shopping Accessories,merchant cotton shop,merchant cotton shop,0.007017543859649123,https://i.etsystatic.com/22012627/d/il/a0de52/2177628328/il_340x270.2177628328_8b01.jpg?version=0,Merchant Cotton Shop,merchant cotton shop,etsy,1,285.0
221,Shopping Accessories,Shopping Accessories,key door caddie token,key door caddie token,0.007017543859649123,https://i.etsystatic.com/15568330/d/il/c1a73f/2096447570/il_340x270.2096447570_imaz.jpg?version=0,Key Door Caddie Token,key door caddie token,etsy,1,285.0
222,Shopping Accessories,Shopping Accessories,coofit straw bag beach bag pompom shoulder bag summer woven bag tassel bag,coofit straw bag beach bag pompom shoulder bag summer woven bag tassel bag,0.0035087719298245615,https://m.media-amazon.com/images/I/71QTPl6yY4L._AC_UL320_ML3_.jpg,Coofit Straw Bag Beach Bag Pompom Shoulder Bag Summer Woven Bag Tassel Bag,coofit straw bag beach bag pompom shoulder bag summer woven bag tassel bag,amazon,1,285.0
223,Shopping Accessories,Shopping Accessories,disney mickey minnie large recycled shopper tote 89073 disney minnie mickey,disney mickey minnie large recycled shopper tote 89073 disney minnie mickey,0.0035087719298245615,https://m.media-amazon.com/images/I/719BMyJfGGL._AC_UL320_ML3_.jpg,Disney Mickey Minnie Large Recycled Shopper Tote 89073 Disney Minnie Mickey,disney mickey minnie large recycled shopper tote 89073 disney minnie mickey,amazon,1,285.0
224,Shopping Accessories,Shopping Accessories,eldhu ab ofspower 4 pack car vehicle back seat headrest hook hanger storage purse grocer bag handbag 4 pack,eldhu ab ofspower 4 pack car vehicle back seat headrest hook hanger storage purse grocer bag handbag 4 pack,0.0035087719298245615,https://m.media-amazon.com/images/I/61IacB5v-CL._AC_UL320_ML3_.jpg,Eldhu Ab Ofspower 4 Pack Car Vehicle Back Seat Headrest Hook Hanger Storage Purse Grocer Bag Handbag 4 Pack,eldhu ab ofspower 4 pack car vehicle back seat headrest hook hanger storage purse grocer bag handbag 4 pack,amazon,1,285.0
225,Shopping Accessories,Shopping Accessories,crawdad sing,crawdad sing,0.0035087719298245615,https://m.media-amazon.com/images/I/81WWiiLgEyL._AC_UL320_ML3_.jpg,Crawdad Sing,crawdad sing,amazon,1,285.0
226,Shopping Accessories,Shopping Accessories,envelope style trunk cargo net hyundai tucson 2015 2016 2017 2018 2019 2020 new,envelope style trunk cargo net hyundai tucson 2015 2016 2017 2018 2019 2020 new,0.0035087719298245615,https://m.media-amazon.com/images/I/51FREvVqmdL._AC_UL320_ML3_.jpg,Envelope Style Trunk Cargo Net Hyundai Tucson 2015 2016 2017 2018 2019 2020 New,envelope style trunk cargo net hyundai tucson 2015 2016 2017 2018 2019 2020 new,amazon,1,285.0
227,Shopping Accessories,Shopping Accessories,america next top model season 9,america next top model season 9,0.0035087719298245615,https://m.media-amazon.com/images/I/91PjeWOlfiL._AC_UL320_ML3_.jpg,America Next Top Model Season 9,america next top model season 9,amazon,1,285.0
228,Shopping Accessories,Shopping Accessories,2pc littlest pet shop accessory lp collar necklace lot paw print collar,2pc littlest pet shop accessory lp collar necklace lot paw print collar,0.0035087719298245615,https://i.etsystatic.com/20513438/d/il/2637d5/2014997675/il_340x270.2014997675_nnpg.jpg?version=0,2Pc Littlest Pet Shop Accessory Lp Collar Necklace Lot Paw Print Collar,2pc littlest pet shop accessory lp collar necklace lot paw print collar,etsy,1,285.0
229,Shopping Accessories,Shopping Accessories,2daymood funny desk gadget let office colleague know feel today coolest gift 20 ironic colorful card,2daymood funny desk gadget let office colleague know feel today coolest gift 20 ironic colorful card,0.0035087719298245615,https://i.etsystatic.com/21615383/d/il/d6e121/2105804002/il_340x270.2105804002_o3h1.jpg?version=0,2Daymood Funny Desk Gadget Let Office Colleague Know Feel Today Coolest Gift 20 Ironic Colorful Card,2daymood funny desk gadget let office colleague know feel today coolest gift 20 ironic colorful card,etsy,1,285.0
230,Shopping Accessories,Shopping Accessories,berr mix,berr mix,0.0035087719298245615,https://i.etsystatic.com/20048989/d/il/62ee01/2237546151/il_340x270.2237546151_iz6c.jpg?version=1,Berr Mix,berr mix,etsy,1,285.0
231,Shopping Accessories,Shopping Accessories,fancy black elastic eyeglasse holder conversion kit convert beaded lanyard shop eyeglasse holder,fancy black elastic eyeglasse holder conversion kit convert beaded lanyard shop eyeglasse holder,0.0035087719298245615,https://i.etsystatic.com/5638227/d/il/5d32f8/404509453/il_340x270.404509453_1ofp.jpg?version=0,Fancy Black Elastic Eyeglasse Holder Conversion Kit Convert Beaded Lanyard Shop Eyeglasse Holder,fancy black elastic eyeglasse holder conversion kit convert beaded lanyard shop eyeglasse holder,etsy,1,285.0
232,Shopping Accessories,Shopping Accessories,3 cordon caoutchouc creux buna cord 3 mm black creation pearl jewelry,3 cordon caoutchouc creux buna cord 3 mm black creation pearl jewelry,0.0035087719298245615,https://i.etsystatic.com/15568558/d/il/b32ed2/2055645596/il_340x270.2055645596_mxjz.jpg?version=0,3 Cordon Caoutchouc Creux Buna Cord 3 Mm Black Creation Pearl Jewelry,3 cordon caoutchouc creux buna cord 3 mm black creation pearl jewelry,etsy,1,285.0
233,Shopping Accessories,Shopping Accessories,baby hat wool beanie blue pure wool hand knitted light blue,baby hat wool beanie blue pure wool hand knitted light blue,0.0035087719298245615,https://i.etsystatic.com/6193363/d/il/46c35e/2221474159/il_340x270.2221474159_kf3q.jpg?version=0,Baby Hat Wool Beanie Blue Pure Wool Hand Knitted Light Blue,baby hat wool beanie blue pure wool hand knitted light blue,etsy,1,285.0
234,Shopping Accessories,Shopping Accessories,ck 100 cashmere scarf howard matthew co,ck 100 cashmere scarf howard matthew co,0.0035087719298245615,https://i.etsystatic.com/15276471/d/il/18e519/1693571891/il_340x270.1693571891_9lcl.jpg?version=0,Ck 100 Cashmere Scarf Howard Matthew Co,ck 100 cashmere scarf howard matthew co,etsy,1,285.0
235,Shopping Accessories,Shopping Accessories,booksleeve grand format walk forest,booksleeve grand format walk forest,0.0035087719298245615,https://i.etsystatic.com/21028822/d/il/ff9203/2119149485/il_340x270.2119149485_3rpp.jpg?version=0,Booksleeve Grand Format Walk Forest,booksleeve grand format walk forest,etsy,1,285.0
236,Seating And Storage,Seating And Storage,storage bench ottoman seating,storage bench ottoman seating,0.645320197044335,https://i5.walmartimages.com/asr/9e2d4384-38d2-414b-867d-acb4f6c8be2b_2.f1617553e0ceea58b1a0de7ea69deb9c.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,Storage Bench Ottoman Seating,seating storage bench,walmart,1,203.0
237,Seating And Storage,Seating And Storage,seat car toy white,seat car toy white,0.08374384236453201,https://m.media-amazon.com/images/I/71suNaob6OL._AC_UL320_ML3_.jpg,Seat Car Toy White,seat car toy white,amazon,1,203.0
238,Seating And Storage,Seating And Storage,seat storage crate,seat storage crate,0.029556650246305417,https://i5.walmartimages.com/asr/244584b6-da7e-496e-ad92-c4905789aa49_1.decf84e6f712c5aa4640cb86fa1fe2e6.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,Seat Storage Crate,seat storage crate,walmart,1,203.0
239,Seating And Storage,Seating And Storage,storage table stool,storage table stool,0.024630541871921183,https://s.alicdn.com/@sc01/kf/HTB1THbagNGYBuNjy0Fn7605lpXa0.png_300x300.png,Storage Table Stool,storage table stool,alibaba,1,203.0
